Bezeichnung,Kanton,Jahr,Wert,Bemerkungen,Vergleichbar_Vorjahre,Vergleichbar_AndereKantone
Art. 308.2 persönlicher Verkehr,GL,2022,143,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,GR,2022,309,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,JU,2022,316,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,LU,2022,985,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,NW,2022,63,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,OW,2022,89,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,SG,2022,1654,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,SH,2022,213,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,SO,2022,580,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,SZ,2022,260,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,TG,2022,655,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,TI,2022,287,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 308.2 persönlicher Verkehr,UR,2022,28,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,VD,2022,407,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,VS,2022,542,"VS: Von den 19 KESB im Kanton Wallis konnten nur 11 KESB die Daten für das Jahr 2022 liefern. Die Massnahmenzahlen des Kantons – als Total («Kinder») für 2022 wurden anhand der 11 KESB mit Massnahmenzahlen 2022, im Verhältnis zu den Massnahmenzahlen 2021, hochgerechnet.",TRUE,TRUE
Art. 308.2 persönlicher Verkehr,ZG,2022,214,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,ZH,2022,3511,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,AI,2022,0,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,AR,2022,66,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,BE,2022,836,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,BL,2022,40,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,BS,2022,259,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,FR,2022,36,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,GE,2022,335,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,GL,2022,68,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,GR,2022,178,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,JU,2022,5,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,LU,2022,440,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,NW,2022,13,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,OW,2022,16,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,SG,2022,553,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,SH,2022,26,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,SO,2022,92,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,SZ,2022,136,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,TG,2022,307,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,TI,2022,0,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 308.2 medizinische Behandlung,UR,2022,15,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,VD,2022,0,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,VS,2022,3,"VS: Von den 19 KESB im Kanton Wallis konnten nur 11 KESB die Daten für das Jahr 2022 liefern. Die Massnahmenzahlen des Kantons – als Total («Kinder») für 2022 wurden anhand der 11 KESB mit Massnahmenzahlen 2022, im Verhältnis zu den Massnahmenzahlen 2021, hochgerechnet.",TRUE,TRUE
Art. 308.2 medizinische Behandlung,ZG,2022,124,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,ZH,2022,1642,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",AI,2022,5,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",AR,2022,83,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",BE,2022,1424,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",BL,2022,116,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",BS,2022,15,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",FR,2022,33,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",GE,2022,2,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",GL,2022,89,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",GR,2022,188,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",JU,2022,4,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",LU,2022,870,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",NW,2022,17,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",OW,2022,50,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",SG,2022,724,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",SH,2022,95,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",SO,2022,242,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",SZ,2022,219,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",TG,2022,390,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",TI,2022,8,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
"Art. 308.2 Schule, Berufslehre, etc.",UR,2022,22,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",VD,2022,119,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",VS,2022,7,"VS: Von den 19 KESB im Kanton Wallis konnten nur 11 KESB die Daten für das Jahr 2022 liefern. Die Massnahmenzahlen des Kantons – als Total («Kinder») für 2022 wurden anhand der 11 KESB mit Massnahmenzahlen 2022, im Verhältnis zu den Massnahmenzahlen 2021, hochgerechnet.",TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",ZG,2022,128,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",ZH,2022,1829,NA,TRUE,TRUE
Art. 308.2 Anderes,AG,2022,3046,"AG: Eigene Erhebung, 308.2/308.3 ohne Details.",TRUE,FALSE
Art. 308.2 Anderes,AI,2022,12,NA,TRUE,TRUE
Art. 308.2 Anderes,AR,2022,109,NA,TRUE,TRUE
Art. 308.2 Anderes,BE,2022,1541,NA,TRUE,TRUE
Art. 308.2 Anderes,BL,2022,492,NA,TRUE,TRUE
Art. 308.2 Anderes,BS,2022,94,NA,TRUE,TRUE
Art. 308.2 Anderes,FR,2022,74,NA,TRUE,TRUE
Art. 308.2 Anderes,GE,2022,551,NA,TRUE,TRUE
Art. 308.2 Anderes,GL,2022,17,NA,TRUE,TRUE
Art. 308.2 Anderes,GR,2022,226,NA,TRUE,TRUE
Art. 308.2 Anderes,JU,2022,4,NA,TRUE,TRUE
Art. 308.2 Anderes,LU,2022,1056,NA,TRUE,TRUE
Art. 308.2 Anderes,NE,2022,837,NE: 308.2/308.3 ohne Details.,TRUE,FALSE
Art. 308.2 Anderes,NW,2022,33,NA,TRUE,TRUE
Art. 308.2 Anderes,OW,2022,67,NA,TRUE,TRUE
Art. 308.2 Anderes,SG,2022,753,NA,TRUE,TRUE
Art. 308.2 Anderes,SH,2022,185,NA,TRUE,TRUE
Art. 308.2 Anderes,SO,2022,816,NA,TRUE,TRUE
Art. 308.2 Anderes,SZ,2022,404,NA,TRUE,FALSE
Art. 308.2 Anderes,TG,2022,604,NA,TRUE,TRUE
Art. 308.2 Anderes,TI,2022,27,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 308.2 Anderes,UR,2022,0,NA,TRUE,TRUE
Art. 308.2 Anderes,VD,2022,9,NA,TRUE,FALSE
Art. 308.2 Anderes,VS,2022,30,"VS: Von den 19 KESB im Kanton Wallis konnten nur 11 KESB die Daten für das Jahr 2022 liefern. Die Massnahmenzahlen des Kantons – als Total («Kinder») für 2022 wurden anhand der 11 KESB mit Massnahmenzahlen 2022, im Verhältnis zu den Massnahmenzahlen 2021, hochgerechnet.",TRUE,TRUE
Art. 308.2 Anderes,ZG,2022,142,NA,TRUE,TRUE
Art. 308.2 Anderes,ZH,2022,3653,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,AI,2022,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,AR,2022,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,BE,2022,4,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,BL,2022,1,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,BS,2022,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,FR,2022,4,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,GE,2022,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,GL,2022,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,GR,2022,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,JU,2022,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,LU,2022,1,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,NW,2022,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,OW,2022,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,SG,2022,3,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,SH,2022,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,SO,2022,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,SZ,2022,1,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,TG,2022,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,TI,2022,0,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 308.3 Feststellung Vaterschaft,UR,2022,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,VD,2022,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,VS,2022,1,"VS: Von den 19 KESB im Kanton Wallis konnten nur 11 KESB die Daten für das Jahr 2022 liefern. Die Massnahmenzahlen des Kantons – als Total («Kinder») für 2022 wurden anhand der 11 KESB mit Massnahmenzahlen 2022, im Verhältnis zu den Massnahmenzahlen 2021, hochgerechnet.",TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,ZG,2022,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,ZH,2022,5,NA,TRUE,TRUE
Art. 308.3 Unterhalt,AI,2022,0,NA,TRUE,TRUE
Art. 308.3 Unterhalt,AR,2022,0,NA,TRUE,TRUE
Art. 308.3 Unterhalt,BE,2022,1,NA,TRUE,TRUE
Art. 308.3 Unterhalt,BL,2022,1,NA,TRUE,TRUE
Art. 308.3 Unterhalt,BS,2022,0,NA,TRUE,TRUE
Art. 308.3 Unterhalt,FR,2022,0,NA,TRUE,TRUE
Art. 308.3 Unterhalt,GE,2022,10,NA,TRUE,TRUE
Art. 308.3 Unterhalt,GL,2022,1,NA,TRUE,TRUE
Art. 308.3 Unterhalt,GR,2022,0,NA,TRUE,TRUE
Art. 308.3 Unterhalt,JU,2022,0,NA,TRUE,TRUE
Art. 308.3 Unterhalt,LU,2022,4,NA,TRUE,TRUE
Art. 308.3 Unterhalt,NW,2022,0,NA,TRUE,TRUE
Art. 308.3 Unterhalt,OW,2022,0,NA,TRUE,TRUE
Art. 308.3 Unterhalt,SG,2022,1,NA,TRUE,TRUE
Art. 308.3 Unterhalt,SH,2022,0,NA,TRUE,TRUE
Art. 308.3 Unterhalt,SO,2022,0,NA,TRUE,TRUE
Art. 308.3 Unterhalt,SZ,2022,0,NA,TRUE,TRUE
Art. 308.3 Unterhalt,TG,2022,3,NA,TRUE,TRUE
Art. 308.3 Unterhalt,TI,2022,3,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 308.3 Unterhalt,UR,2022,0,NA,TRUE,TRUE
Art. 308.3 Unterhalt,VD,2022,0,NA,TRUE,TRUE
Art. 308.3 Unterhalt,VS,2022,1,"VS: Von den 19 KESB im Kanton Wallis konnten nur 11 KESB die Daten für das Jahr 2022 liefern. Die Massnahmenzahlen des Kantons – als Total («Kinder») für 2022 wurden anhand der 11 KESB mit Massnahmenzahlen 2022, im Verhältnis zu den Massnahmenzahlen 2021, hochgerechnet.",TRUE,TRUE
Art. 308.3 Unterhalt,ZG,2022,4,NA,TRUE,TRUE
Art. 308.3 Unterhalt,ZH,2022,4,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,AI,2022,10,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,AR,2022,2,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,BE,2022,27,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,BL,2022,0,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,BS,2022,0,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,FR,2022,10,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,GE,2022,12,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,GL,2022,1,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,GR,2022,0,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,JU,2022,1,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,LU,2022,4,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,NW,2022,1,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,OW,2022,2,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,SG,2022,21,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,SH,2022,0,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,SO,2022,11,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,SZ,2022,3,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,TG,2022,7,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,TI,2022,2,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 308.3 persönlicher Verkehr,UR,2022,0,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,VD,2022,0,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,VS,2022,1,"VS: Von den 19 KESB im Kanton Wallis konnten nur 11 KESB die Daten für das Jahr 2022 liefern. Die Massnahmenzahlen des Kantons – als Total («Kinder») für 2022 wurden anhand der 11 KESB mit Massnahmenzahlen 2022, im Verhältnis zu den Massnahmenzahlen 2021, hochgerechnet.",TRUE,TRUE
Art. 308.3 persönlicher Verkehr,ZG,2022,1,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,ZH,2022,13,NA,TRUE,TRUE
Art. 308.3 medizinische Behandlung,AI,2022,3,NA,TRUE,TRUE
Art. 308.3 medizinische Behandlung,AR,2022,1,NA,TRUE,TRUE
Art. 308.3 medizinische Behandlung,BE,2022,60,NA,TRUE,TRUE
Art. 308.3 medizinische Behandlung,BL,2022,12,NA,TRUE,TRUE
Art. 308.3 medizinische Behandlung,BS,2022,5,NA,TRUE,TRUE
Art. 308.3 medizinische Behandlung,FR,2022,23,NA,TRUE,TRUE
Art. 308.3 medizinische Behandlung,GE,2022,81,NA,TRUE,TRUE
Art. 308.3 medizinische Behandlung,GL,2022,9,NA,TRUE,TRUE
Art. 308.3 medizinische Behandlung,GR,2022,5,NA,TRUE,TRUE
Art. 308.3 medizinische Behandlung,JU,2022,4,NA,TRUE,TRUE
Art. 308.3 medizinische Behandlung,LU,2022,22,NA,TRUE,TRUE
Art. 308.3 medizinische Behandlung,NW,2022,0,NA,TRUE,TRUE
Art. 308.3 medizinische Behandlung,OW,2022,1,NA,TRUE,TRUE
Art. 308.3 medizinische Behandlung,SG,2022,48,NA,TRUE,TRUE
Art. 308.3 medizinische Behandlung,SH,2022,5,NA,TRUE,TRUE
Art. 308.3 medizinische Behandlung,SO,2022,10,NA,TRUE,TRUE
Art. 308.3 medizinische Behandlung,SZ,2022,9,NA,TRUE,TRUE
Art. 308.3 medizinische Behandlung,TG,2022,15,NA,TRUE,TRUE
Art. 308.3 medizinische Behandlung,TI,2022,1,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 308.3 medizinische Behandlung,UR,2022,0,NA,TRUE,TRUE
Art. 308.3 medizinische Behandlung,VD,2022,0,NA,TRUE,TRUE
Art. 308.3 medizinische Behandlung,VS,2022,0,"VS: Von den 19 KESB im Kanton Wallis konnten nur 11 KESB die Daten für das Jahr 2022 liefern. Die Massnahmenzahlen des Kantons – als Total («Kinder») für 2022 wurden anhand der 11 KESB mit Massnahmenzahlen 2022, im Verhältnis zu den Massnahmenzahlen 2021, hochgerechnet.",TRUE,TRUE
Art. 308.3 medizinische Behandlung,ZG,2022,1,NA,TRUE,TRUE
Art. 308.3 medizinische Behandlung,ZH,2022,42,NA,TRUE,TRUE
"Art. 308.3 Schule, Berufslehre, etc.",AI,2022,2,NA,TRUE,TRUE
"Art. 308.3 Schule, Berufslehre, etc.",AR,2022,0,NA,TRUE,TRUE
"Art. 308.3 Schule, Berufslehre, etc.",BE,2022,31,NA,TRUE,TRUE
"Art. 308.3 Schule, Berufslehre, etc.",BL,2022,2,NA,TRUE,TRUE
"Art. 308.3 Schule, Berufslehre, etc.",BS,2022,0,NA,TRUE,TRUE
"Art. 308.3 Schule, Berufslehre, etc.",FR,2022,9,NA,TRUE,TRUE
"Art. 308.3 Schule, Berufslehre, etc.",GE,2022,5,NA,TRUE,TRUE
"Art. 308.3 Schule, Berufslehre, etc.",GL,2022,3,NA,TRUE,TRUE
"Art. 308.3 Schule, Berufslehre, etc.",GR,2022,4,NA,TRUE,TRUE
"Art. 308.3 Schule, Berufslehre, etc.",JU,2022,1,NA,TRUE,TRUE
"Art. 308.3 Schule, Berufslehre, etc.",LU,2022,11,NA,TRUE,TRUE
"Art. 308.3 Schule, Berufslehre, etc.",NW,2022,0,NA,TRUE,TRUE
"Art. 308.3 Schule, Berufslehre, etc.",OW,2022,1,NA,TRUE,TRUE
"Art. 308.3 Schule, Berufslehre, etc.",SG,2022,39,NA,TRUE,TRUE
"Art. 308.3 Schule, Berufslehre, etc.",SH,2022,0,NA,TRUE,TRUE
"Art. 308.3 Schule, Berufslehre, etc.",SO,2022,8,NA,TRUE,TRUE
"Art. 308.3 Schule, Berufslehre, etc.",SZ,2022,8,NA,TRUE,TRUE
"Art. 308.3 Schule, Berufslehre, etc.",TG,2022,13,NA,TRUE,TRUE
"Art. 308.3 Schule, Berufslehre, etc.",TI,2022,0,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
"Art. 308.3 Schule, Berufslehre, etc.",UR,2022,2,NA,TRUE,TRUE
"Art. 308.3 Schule, Berufslehre, etc.",VD,2022,0,NA,TRUE,TRUE
"Art. 308.3 Schule, Berufslehre, etc.",VS,2022,2,"VS: Von den 19 KESB im Kanton Wallis konnten nur 11 KESB die Daten für das Jahr 2022 liefern. Die Massnahmenzahlen des Kantons – als Total («Kinder») für 2022 wurden anhand der 11 KESB mit Massnahmenzahlen 2022, im Verhältnis zu den Massnahmenzahlen 2021, hochgerechnet.",TRUE,TRUE
"Art. 308.3 Schule, Berufslehre, etc.",ZG,2022,1,NA,TRUE,TRUE
"Art. 308.3 Schule, Berufslehre, etc.",ZH,2022,23,NA,TRUE,TRUE
Art. 308.3 Anderes,AG,2022,112,"AG: Eigene Erhebung, 308.2/308.3 ohne Details.",TRUE,FALSE
Art. 308.3 Anderes,AI,2022,2,NA,TRUE,TRUE
Art. 308.3 Anderes,AR,2022,1,NA,TRUE,TRUE
Art. 308.3 Anderes,BE,2022,15,NA,TRUE,TRUE
Art. 308.3 Anderes,BL,2022,7,NA,TRUE,TRUE
Art. 308.3 Anderes,BS,2022,3,NA,TRUE,TRUE
Art. 308.3 Anderes,FR,2022,14,NA,TRUE,TRUE
Art. 308.3 Anderes,GE,2022,181,NA,TRUE,TRUE
Art. 308.3 Anderes,GL,2022,1,NA,TRUE,TRUE
Art. 308.3 Anderes,GR,2022,0,NA,TRUE,TRUE
Art. 308.3 Anderes,JU,2022,10,NA,TRUE,TRUE
Art. 308.3 Anderes,LU,2022,14,NA,TRUE,TRUE
Art. 308.3 Anderes,NE,2022,34,NE: 308.2/308.3 ohne Details.,TRUE,FALSE
Art. 308.3 Anderes,NW,2022,1,NA,TRUE,TRUE
Art. 308.3 Anderes,OW,2022,1,NA,TRUE,TRUE
Art. 308.3 Anderes,SG,2022,22,NA,TRUE,TRUE
Art. 308.3 Anderes,SH,2022,1,NA,TRUE,TRUE
Art. 308.3 Anderes,SO,2022,28,NA,TRUE,TRUE
Art. 308.3 Anderes,SZ,2022,3,NA,TRUE,FALSE
Art. 308.3 Anderes,TG,2022,8,NA,TRUE,TRUE
Art. 308.3 Anderes,TI,2022,5,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 308.3 Anderes,UR,2022,0,NA,TRUE,TRUE
Art. 308.3 Anderes,VD,2022,0,NA,TRUE,FALSE
Art. 308.3 Anderes,VS,2022,17,"VS: Von den 19 KESB im Kanton Wallis konnten nur 11 KESB die Daten für das Jahr 2022 liefern. Die Massnahmenzahlen des Kantons – als Total («Kinder») für 2022 wurden anhand der 11 KESB mit Massnahmenzahlen 2022, im Verhältnis zu den Massnahmenzahlen 2021, hochgerechnet.",TRUE,TRUE
Art. 308.3 Anderes,ZG,2022,3,NA,TRUE,TRUE
Art. 308.3 Anderes,ZH,2022,34,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),AG,2022,359,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),AI,2022,0,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),AR,2022,37,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),BE,2022,563,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),BL,2022,112,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),BS,2022,94,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),FR,2022,225,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),GE,2022,648,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),GL,2022,21,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),GR,2022,52,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),JU,2022,74,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),LU,2022,197,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),NE,2022,224,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),NW,2022,12,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),OW,2022,18,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),SG,2022,283,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),SH,2022,57,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),SO,2022,235,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),SZ,2022,50,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),TG,2022,139,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),TI,2022,170,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),UR,2022,7,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),VD,2022,264,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),VS,2022,149,"VS: Von den 19 KESB im Kanton Wallis konnten nur 11 KESB die Daten für das Jahr 2022 liefern. Die Massnahmenzahlen des Kantons – als Total («Kinder») für 2022 wurden anhand der 11 KESB mit Massnahmenzahlen 2022, im Verhältnis zu den Massnahmenzahlen 2021, hochgerechnet.",TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),ZG,2022,32,NA,TRUE,TRUE
Entziehung Aufenthaltsbestimmungsrecht (Art. 310 ZGB),ZH,2022,773,NA,TRUE,TRUE
Art. 310.1 Unterbringung von Amtes wegen (ggf. i.V.m. Art. 314b),AG,2022,357,NA,TRUE,TRUE
Art. 310.1 Unterbringung von Amtes wegen (ggf. i.V.m. Art. 314b),AI,2022,0,NA,TRUE,TRUE
Art. 310.1 Unterbringung von Amtes wegen (ggf. i.V.m. Art. 314b),AR,2022,35,NA,TRUE,TRUE
Art. 310.1 Unterbringung von Amtes wegen (ggf. i.V.m. Art. 314b),BE,2022,539,NA,TRUE,TRUE
Art. 310.1 Unterbringung von Amtes wegen (ggf. i.V.m. Art. 314b),BL,2022,107,NA,TRUE,TRUE
Art. 310.1 Unterbringung von Amtes wegen (ggf. i.V.m. Art. 314b),BS,2022,93,NA,TRUE,TRUE
Art. 310.1 Unterbringung von Amtes wegen (ggf. i.V.m. Art. 314b),FR,2022,203,NA,TRUE,TRUE
Art. 310.1 Unterbringung von Amtes wegen (ggf. i.V.m. Art. 314b),GE,2022,640,NA,TRUE,TRUE
Art. 310.1 Unterbringung von Amtes wegen (ggf. i.V.m. Art. 314b),GL,2022,19,NA,TRUE,TRUE
Art. 310.1 Unterbringung von Amtes wegen (ggf. i.V.m. Art. 314b),GR,2022,49,NA,TRUE,TRUE
Art. 310.1 Unterbringung von Amtes wegen (ggf. i.V.m. Art. 314b),JU,2022,71,NA,TRUE,TRUE
Art. 310.1 Unterbringung von Amtes wegen (ggf. i.V.m. Art. 314b),LU,2022,190,NA,TRUE,TRUE
Art. 310.1 Unterbringung von Amtes wegen (ggf. i.V.m. Art. 314b),NE,2022,205,NA,TRUE,TRUE
Art. 310.1 Unterbringung von Amtes wegen (ggf. i.V.m. Art. 314b),NW,2022,12,NA,TRUE,TRUE
Art. 310.1 Unterbringung von Amtes wegen (ggf. i.V.m. Art. 314b),OW,2022,18,NA,TRUE,TRUE
Art. 310.1 Unterbringung von Amtes wegen (ggf. i.V.m. Art. 314b),SG,2022,278,NA,TRUE,TRUE
Art. 310.1 Unterbringung von Amtes wegen (ggf. i.V.m. Art. 314b),SH,2022,55,NA,TRUE,TRUE
Art. 310.1 Unterbringung von Amtes wegen (ggf. i.V.m. Art. 314b),SO,2022,216,NA,TRUE,TRUE
Art. 310.1 Unterbringung von Amtes wegen (ggf. i.V.m. Art. 314b),SZ,2022,47,NA,TRUE,TRUE
Art. 310.1 Unterbringung von Amtes wegen (ggf. i.V.m. Art. 314b),TG,2022,129,NA,TRUE,TRUE
